text,category
@etsho127 @PAWarnhoff @SumerSloan That is the fault of the terrorist who are hiding behind the women and children. Blame them.,racism
"@NNdabbour64 If you are just going to sit there and tell lie after lie, Muslim Taquiyya, this discussion is over. You are blocked.",racism
"@Israelites234 @scamp_faridxx @CNN The first crusaders were Muslims, microbrain.  400 years before the Europeans headed in other direction.",racism
@AAlwuhaib1977 @dankmtl @PeaceNotHate_ It's great that you provided Arraf's name. Now I understand how these anti Semitic orgs. function.,racism
@pNibbler @AlterNet @MaxBlumenthal million Muslims are extremists.,racism
@teddyboylocsin @tweetybird2009 @PatVPeters Mohammed was an imperialist that led 17 major military expeditions. ISIS is imperialist.,racism
@ibnHlophe @eeviewonders @CTFleaMarkets Jews used to live on 40% of the Arabian Penninsula.  Muslims have virtually exterminated them.,racism
@MaxBlumenthal The Prophet Mohammed beheaded 600 Jews for not being loyal to him. And all the Muslims love Mohammed. So what's the problem?,racism
@jerZboyUSA @theblaze The reason these politically correct idiots will never solve problem is because they won't acknowledge that it's Islam,racism
"@DianH4 @ExposeFalsehood And there is the next thing that is wrong with Muslims, most of you are liars. 80% were killed by Taliban.",racism
"@MrAlMubarak This man is a fraud trying to convince westerners that the religion of hatred, murder,bigotry and sexism is something different",racism
@PsychBarakat @PhilipMills8 @jncatron Arabs and Muslims against the Jews. https://t.co/8cmfoOZwxz,racism
"@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime Every day we see that Muslims hate freedom, democracy, justice. http://t.co/tDgsfthA4h",racism
"@asem_1994 Islam only talked about the freeing of slaves who were Muslims.Since Mohammed was a slave owner,it continued to today. Good night",racism
"@LLiraqi I guess if you call murder, rape, slavery, hatred, bigotry and sexism beautiful, then it is beautiful.",racism
"@DianH4 In 1400 years Islam has never produced anything other than tyrants, and the world is obligated to deal with them.",racism
"@roisin_morgan Then you are a total idiot, because Muslims are killing people around the globe. They are at war with every religion on earth",racism
"@dankmtl No, microbrain, I'm okay with Israel doing what they have to do to stop the same extermination the Muslims have done for 1400 yrs.",racism
@samerissawi1 @MaxBlumenthal I pray that the lying criminal bitch goes to prison.,racism
RT @Juliet777777: Norway sees huge drop crime as large number  Muslim illegals deported  http://t.co/6VBvvPWn1Q @FrancsPays @DutchDL @OZzSu…,racism
@AAlwuhaib1977 Apartheid is a propaganda word used by terrorist supporters to further the cause of Muslim terrorism.,racism
@watan71969 A shit sucking Muslim bigot like you wouldn't recognize history if it crawled up your cunt.You think photoshop is a truth machin,racism
"@teddyboylocsin @tweetybird2009 @PatVPeters Mohammed had people,who disagreed with him murdered. ISIS murders the same.",racism
"@greenlinerzjm And by the way, the entire world hates Islam.",racism
"@AAlwuhaib1977 It's not Israelis that are constantly murdering Christians &amp; Hindus for blasphemy in Pakistan, it's Genocidal Muslim mobs.",racism
@harun_yahya Yahya flips out about PKK being communists.  But that is clearly no longer true. Just propaganda.  http://t.co/UxQSWBGYPk,racism
@Vandaliser @sajid_fairooz @IsraeliRegime There was no Muslim golden age. Those states were always slave states.,racism
RT @NYDailyNews: EDITORIAL: Murderous soul of radical Islam has attacked the foundation of Western civilization http://t.co/vbu2idLCCt http…,racism
@zakirnaikirf Saying that Islam is a way of life means that Islam actually tells you which hand to use to wipe your ass.,racism
"@eS3udi @Just_Nafisa @FatimaFatwa @JRehling If you are a Muslim, and if you have actually read the Quran, then you have to be a total liar.",racism
So Drasko just said he was impressed the girls cooked half a chicken.. They cooked a whole one  #MKR,racism
"@Nebula1979 Again, you are a Muslim liar. Mohammed said nothing about ""stray"". And most civilized countries try to find strays homes.",racism
@Rubiconski You must be one of Putin's army of paid internet trolls.  http://t.co/stp5NmjZRY http://t.co/IIZx95911L,racism
"@SirajZarook @BilalIGhumman @OdiniaInvictus @IsraeliRegime ....are not destructive and inhuman by design, like Islam.",racism
@harmlesstree2 And we are suppose to believe that the murdering Muslims defended themselves all the way to Europe and India. Bullshit.,racism
"@DianH4 @ExposeFalsehood All fought against fascist, dictatorial or Islamolunatic regimes. For example .....",racism
"@UmarMal All the rest are impoverished, like every Muslim country that doesn't have an ocean of oil.",racism
RT @Benfrancisallen: It hasn't been a good few weeks for #ISIS. A new front has opened up in #Sinjar and they're about to lose the battle f…,racism
@DianH4 If Muslims ever produced a decent leader the world would be overjoyed to accept him.,racism
@_Jihad10 @Rayandawlah_ The Islamic Golden age was driven by slavery and looting. The Jihadis are too lazy and stupid to produce anything.,racism
"@98Halima @BilalIGhumman @johnnygjokaj @cdnKhadija @rfrankh53 If you don't want to read a pedo, you have to stop reading the Quran.",racism
"RT @ZaabSethna: This is well-written &amp; worth reading on daily life in Mosul today ""Caliphatalism?"" http://t.co/IbNJKUmHWk via @aminterest",racism
"@wflanger @dandiedinmont @Number10gov Yeah, break relations with the only ME democracy that the Muslims are trying to exterminate. Smart.",racism
"RT @sudixitca: Our Prophet Our Honor = Rape, Beheadings, and Genocide Our Honor = Muhammad Does not Deserve Respect.",racism
@LifeInKhilafah No the lies that I tell come directly from the Quran and Hadiths. Like declaration of war on humanity http://t.co/oC5Y5Cb740,racism
@ardiem1m @MaxBlumenthal @oldkhayyam You think Hamas doesn't  practice cruel and inhuman treatment of Palestinians? Are you blind?,racism
@discerningmumin Now Muslim terror groups are trying to complete the job of killing or throwing out any remaining minority groups in Arabia.,racism
RT @BernardGaynor: Islamic immigration is already leading to violent intimidation #auspol http://t.co/9t1Up0AZdx,racism
"RT @xertx3: Islam is a Worldwide mega disaster .Islam wants to drag us down to the 7th century, darkness, death and  destruction.",racism
@dankmtl And off course the fact that the same is happening to minority populations all over the ME goes over your vacuous head.,racism
@HillaryGuess @riwired @izrinhariri Why are you flapping your lips.  None of this is related to the barbarity of Islam?,racism
@discerningmumin The hypocrisy of Islam is that they expect to convert people from other religions but they murder converts from their own.,racism
@biebervalue @greenlinerzjm Liar! Katjia was a business woman before there was Islam. Mohammed worked for her and had no choice about it.,racism
@roisin_morgan I'm standing outside and looking in and there isn't a shadow of doubt that the  Muslims of Palestine are the terrorists.,racism
@zh_ha89 Had nothing to do with Islam. Mohammed's first wife was a rich merchant before Islam.,racism
"@SelenaKhan14 @PTISalarKhan @georgegalloway But the population in Palestine is still blowing up. No, Muslim abuse is the worst.",racism
@Vandaliser @sajid_fairooz @IsraeliRegime Read Ibn Warraq on the treatement of Jews and other minorities in Muslim history.,racism
RT @sudixitca: I once again want to express my gratitude towards my ancestors for not converting to Islam. I would have no place to hide in…,racism
@levantin47415 ROFL. In your dreams Daeshbag.,racism
"RT @YesYoureRacist: At least you're only a tiny bit racist RT @AnMo95: I'm not racist, but my dick is!",racism
@rayyoosheh The murdering Muslim blasphemy mobs of Pakistan. http://t.co/f3aWjksaUz #Islam,racism
@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime Muslims murdered 120 million Africans. http://t.co/FhdMeLkAhR,racism
"RT @RavenHUWolf: Arab slave trade: 140 to 200 million non-Muslim slaves from all colors and nationalities - still happening today!
http://t…",racism
RT @historyscoper: #islam #jihad SWEDISH MEDIA LIE to protect Somali Muslim gang-rapists http://t.co/AcmF7CG9bj,racism
@SumerSloan @PAWarnhoff @etsho127 Why haven't you stopped the sick Muslims from trying to exterminate Israel?,racism
@semzyxx @NAInfidels @owais00 Again proving how Muslims are liars.  The Muslim students of USC have a Hadith database.,racism
@rayyoosheh Palestine has never existed as a country. Before the Jews it belonged to the Ottomans.,racism
@DianH4 Of course The old leach Mohammed gave himself permission to screw pretty much whatever he liked. http://t.co/CttheZ7XUS,racism
@98Halima @johnnygjokaj @BilalIGhumman @cdnKhadija @rfrankh53 And Muslims never progress. They are still barbaric. http://t.co/mw2fGIvrkK,racism
"@kewldevzzo Yes, according to Islam, Muslims are encouraged to kill you.  I'm not a Muslim and I have no issues with Hindus.",racism
@AAQ270 @izrinhariri @TheKnowledge A. He wasn't a prophet.  B. There has been no peace for 1400 years.,racism
@Asadumarfans You are a Muslim. You are brain dead. You repeat what others have said a million times.,racism
@buellerishere If you don't follow what is in the Sunnah you don't follow what is in the Sunnah.  I could care less about your indignation.,racism
@ummahwitness @Marwan_Tunsi_ @alwallawalbara My suggestion would be that the Kuffar bomb the Kabba.,racism
@halalcunty @biebervalue @liamxkiwi @greenlinerzjm @halalflaws I dont have to live there to know you can't leave house without male relative,racism
@C_Coolidge The Islamic communities have proven themselves to be violent lunatics. http://t.co/BKXn2tt93d,racism
RT @edwinrowe: #Egyptian TV Host: Nobody Dares Admit That ISIS Crimes Are Based on Islamic Sources http://t.co/mzk5YMgzuN Egypt more honest…,racism
"@AnsarulShariah @abu__ramadi You animals want to return to the imposition of slavery. You are, by definition, uncivilized scum.",racism
@AngelicPsalms @brassidio Stop threatening people to get them to do what you want.  That's why people hate religion.,racism
"@Ceff00 @JosephIsVegan @SumbelinaZ @IronmanL1 @Hatewatch Muslims are not a race, they are a murder cult. http://t.co/CZDlhBjyw5",racism
"RT @RavenHUWolf: Many of the ISIS members are walking ""stoners"" ~ even #daesh #Emwazi #JihadiJohn it's been rumored he's high on #Khat http…",racism
@ingyusarms God has zero need of our worship or admiration or obedience.  It does nothing for god.,racism
"@discerningmumin I wouldn't be too concerned about that, because outside the canon of Islam, there is no historical evidence of Mohammed.",racism
@hassanrahman11 @ToAllahWeReturn Need I say more? Destroy Islam before it destroys us. http://t.co/g8YR2PWlrp,racism
RT @SyrianperNews: #Mosul: Christian pastor #Paul_Jacob was sentenced to death and beheaded by #ISIS. #Iraq http://t.co/3eJJOT5GQa,racism
@ArarMaher @WIRED What's your point? Islam declared war on all humanity 1400 years ago.  Time to respond in kind.,racism
@dankmtl When they left the Israelis to be slaughtered they lost the land as they deserved.,racism
@Bruciebabe @MaxBlumenthal Every non Muslim demographic in every Muslim country is shrinking because of attacks from Muslims.,racism
@Dabiq_Warrior @Totenleserin Countryside will be easy to take. Mosul and Raqqa will be difficult because the Daesh will hid behind civilians,racism
@harmlesstree2 Who cares who defined it. The Muslims lived off the production of the Jews and left them impoverished.,racism
@98Halima @cdnKhadija @rfrankh53 @BilalIGhumman @johnnygjokaj If you had a brain it would be revolted by Islam.,racism
"@OneLegSandpiper @DblBlackDs It already is a war.  Islam has been at war for 1400 years. Ignorant, cowardly people try to hide from the fact",racism
@MadDr11 @MaxBlumenthal And in the meantime the Palestinian fuckers are beheading gays and doing honor killings.,racism
@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime You only have to count the corpses to see that Islamic extremism is widespread.Jewish not,racism
"@AnasMechch @peymaneh123 I saw the report, and I have seen other reports of Shia crimes. But I have not yet seen evidence of it for Tikrit.",racism
"@dankmtl @AAlwuhaib1977 @PeaceNotHate_ Your friends are the Palestinians who cut off gays heads, do honor killings, force Sharia.",racism
@discerningmumin Mohammed owned 28 slaves. So if you are against slavery you are against Mohammed. Otherwise you are just bull shiting.,racism
"@Bruciebabe @andyblueskyz @End_Bigotry @chezkig1 @ericcartmanfat @AbbsWinston All the Jews,Christians and gays would be dead. Women enslaved",racism
@DiversityRUs For the last 1000 years Islam has contributed nothing to mankind but murder. http://t.co/h8a8JKfUDo,racism
@nyazpolitics @urgedharry @greenlinerzjm I typed that on there. The Hadiths are original. Shut up and go look them up. Or are you afraid to?,racism
"@MaxBlumenthal That tiny group is dripping cluelessness all over the floor.  ""Oh please love me for my brainwashed anti-Semitism!""",racism
"@jncatron No, idiot, Zionism is the determination of Jews to recover a small fraction of the land stolen from them by Muslims.",racism
@asem_1994 I'm not concerned with single events. I'm concerned with 1400 years of Islamic murder and barbarity that shows no sign of ending.,racism
@reza_rahman Claiming that Islam is not a problem because states that are Islamic repress their citizens is a contradiction of ideas.,racism
@dankmtl The prophet Mohammed fired the starting gun for the extermination of Jews and Christians from peninsula. http://t.co/V1IIOoItIg,racism
@harmlesstree2 Another line of horseshit. The poor Muslims being attacked. But virtually all their attacks were offensive.,racism
"@JoRitson Labor tells raped girls to go home and not bother them, the filthy animals.",racism
"@Generalshaami44 Americans didn't burn any libraries, microbrain. And even if they did, why punish Iraqis by burning their libraries, dumbo?",racism
@Vandaliser @sajid_fairooz @IsraeliRegime The Jews initially all lived in Muslim lands.  The vast majority now live in Christian lands.,racism
"@IndyVoices I read the entire Quran and many of the Hadiths, and murdering ""unbelievers"" and forcing Islam on people is exactly what it is.",racism
@IAmThe1Teacher @IronmanL1 @stevecorrales80 And yet it is a law of Islam and 1/3 of Muslims support that law. But you tell me to tolerate em,racism
@harmlesstree2 Like the Ottoman Empire was a pure slave state.,racism
"@harun_yahya Islam declared war on all humanity 1400 years ago and this piece of dog manure, Oktar, is talking about others intimidation.",racism
@ingyusarms My point is that there is nothing that ISIS does that Mohammed did not also do.  Both are sick and disgusting criminals.,racism
@yuskan0723 You can't get any sicker than the Muslim animals following the instructions of their pedophile prophet. http://t.co/oAqQJFf1Pb,racism
@Ceff00 @JosephIsVegan @SumbelinaZ @IronmanL1 @Hatewatch There are over 100 Islamic terrorist groups. No other religion is close.,racism
@tti1947 @MaxBlumenthal And the Quran says that the Muslims must steal and occupy the entire world.,racism
@_Jihadi_ @ansaralummah2 @lIlIlllIlIllI LOL. Look at you with a towel wrapped around your head.  Pretty freaky.,racism
"RT @alihashem_tv: A new blow to #Islam by #Daesh , burning people is a new trend they are starting, what next? Castrating enemies on air",racism
"RT @riwired: .@ORehaf Oh No.Do NOT go to ""Islamic Center"" where they beat you down mentally w/double speak &amp; convert you asap! @izrinhariri…",racism
"@discerningmumin And furthermore, they murder anyone who tries to convert a Muslim, but demand the freedom to convert non Muslims.",racism
@AAlwuhaib1977 And the Muslim bigots have been attacking Hindus and Buddhists and atheists and anamists all over the world daily.,racism
"@dankmtl @PeaceNotHate_ What race are Muslims, poop for brains?",racism
@scamp_faridxx And historians have actually made countless efforts to independently collaborate anything in Islam.  It's totally fabricated.,racism
@New_Babylonia This is propaganda. The Shia militia are religious fanatics and fascists just like ISIS - only slightly less extreme.,racism
"@roisin_morgan No more so than the Muslims, who consider their birthright to be global domination.",racism
"@Annegrethe @GregJaffe Yeah, let the barbarians have it and hope they come for us last.",racism
@oni_keji @TheAtlantic This is political opinion.  The truth is that Islam is itself radical and we must outlaw it.,racism
@ummayman90 The people who disagreed with #Islam at the time of the pedophile prophet were murdered by him.  It's in the Hadiths.,racism
@kazamaryuji3 Because the Muslims have been exterminating Jews for 1400 years. And Mohammed started he Muslim hatred of Jews.,racism
@Iz_abdul Islam and Muslims shame Islam. http://t.co/uqgMLy8sfJ,racism
@ayibeebee @ToAllahWeReturn Pretending to be against hate and being a Muslim means you are a liar. http://t.co/khXWkRaznm,racism
"@ldstarr18 @AC360 But there are many ideologies, and Islam declared war on the human race 1400 years ago. http://t.co/ntOJwO4Lnt",racism
@JohnMannMP @JoRitson Now you assholes continue to victimize those girls by trying to create distractions while letting the rapists go free.,racism
@NNdabbour64 Every child that is brainwashed and never given a choice is force.,racism
@Dawlah__account @munthir555 Let's stop pretending and get the war between the Islamolunatics and the rest of the world started now.,racism
@yuskan0723 Here is a map of Israel inside all of the Muslim nations that want to destroy Israel and murder them. http://t.co/SRrWKSAQXI,racism
"@shehzilk Stupid comment. That was illegal for US soldiers and they were punnished.  For Muslims, their organizations make murderers heroes.",racism
@ingyusarms There is actual spirituality in Buddhism and Tao.  There is zero spirituality in Islam.,racism
RT @joej2020usa: Netanyahu: Paris Massacre Shows Radical Islam “Knows No Border” - Israel News http://t.co/kGGkulkTtp via @binalerts,racism
"@AAlwuhaib1977 No,it's the absolute truth and you can verify it through hundreds of sources. Your anti semitism is scripted propaganda.",racism
@cdnKhadija @johnnygjokaj @BilalIGhumman @98Halima @rfrankh53 And the Quran sanctions raping slave girls.,racism
RT @pies_n_prophet: @DayumGirly my point is that mohammeds example us used by some Muslim men to justify their paedophilia. http://t.co/rwy…,racism
@truaemusic @mattybboi83 @Number10gov But Islam keeps trying to return to the 7th century.,racism
of course you were born in serbia...you're as fucked as A Serbian Film #MKR,racism
@adimuliapradana It is the Muslims that don't follow the Quran and Hadiths that are peaceful. Those who follow it are always violent. #Islam,racism
"With it's jihad cornerstone, Islam is a religion that was designed for those that would rather loot and rape for a living than work.",racism
"@KeeganNYC @syedmuhammad555 Why do 2/3 of all Muslims want Sharia, which demands death for homosexuals and apostates? http://t.co/1jE0S98Wmh",racism
@KellyTurner99 @buellerishere The Quran sanctifies sexual slavery. I only wish that you could have been one of these. http://t.co/MGAD8lCWYx,racism
@dankmtl With the third Jewish tribe he beheaded all the men after they surrendered and sold all the women and children into slavery.,racism
@DianH4 @ExposeFalsehood Muslims don't produce Thomas Jeffersons or Mahatma Ghandis. And they don't produce freedom or democracy.,racism
"@ummayman90 #Islam tarnishes itself.  I just point out the truth of what is there, and you try to rationalize it because you are ashamed.",racism
@discerningmumin Islam has never been a resistance to oppression. It has always been source of oppression to both believers and non believer,racism
RT @jeanniology: Obama implies murder of 3 Muslims in NC is religious bigotry but terrorists slaughtering Jews in a Paris kosher deli is a …,racism
@ldstarr18 @AC360 You are a liar trying to shut people up using the term  #racist.  Islam is not a race and you know it. It is a death cult.,racism
@AbouAliZarif @MaxBlumenthal The Muslims have exterminated virtually every minority in the ME and these idiots talk about Israeli aparthide.,racism
"@teddyboylocsin @tweetybird2009 @PatVPeters ISIS practices slavery and rape, Mohamed practiced slavery and rape.",racism
"@yousufpoosuf @HillaryGuess @riwired @izrinhariri @AtharHKhan They claim, ""oh you insulted our religion"" and kill them.",racism
@depressedfuck1 @CompoundMixture @CruisingBye @SuperiorMenArmy In know more about the religion than you. And it is pure evil.,racism
@LifeInKhilafah Sharia - taking injustice to new heights.  #Islam http://t.co/mnN6nnR8zL,racism
@FalconEye123456 May Allah bless him with 72 virgin pigs.,racism
@CariCouture @MedicalAidPal @meralhece @jonsnowC4 @AliAbunimah @theIMEU @MaxBlumenthal Kind of like the Islamic world is a prison.,racism
@Lithobolos @PoliticalAnt @ZaibatsuNews So when are you going to admit that the Quran is wrong.  I'm waiting.,racism
@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime I just gave you the proof from the Quran and the Hadiths that you are lying.,racism
@NNdabbour64 A phony prophet trying to gain power through hatred and divisiveness is the reason for it.,racism
@yousufpoosuf @HillaryGuess Islam has bloody borders everywhere and cannot get along with anyone.,racism
@Censored31 @rupertmurdoch What are you crying about microbrain. Islam declared war on all humanity 1400 years ago.,racism
@roisin_morgan And I don't care if the Jews do what the have to do to protect themselves from the genocidal Muslims.,racism
@AtefehNaeemi @etsho127 @SumerSloan @AmirFarokhy Is their idea of fair and equal representation to beat Peshmerga to death?,racism
"@Raja5aab @Quickieleaks So tell me, what could possible happen that you would consider to be proof that Allah and Mohammed were frauds.",racism
"RT @PamelaGeller: Copenhagen: Devout Muslim who fired on free speech event and synagogue opens fire on police, is killed: “Polic... http://…",racism
@halalcunty @biebervalue @liamxkiwi @greenlinerzjm @halalflaws I know you have religious police telling how to dress.,racism
"@LifeInKhilafah What is there to teach? We both know that the Quran is a cult manual of hatred, imperialism, murder, sexism, and bigotry.",racism
"RT @amronsomar: Well, Well, looks like one of the so-called “innocent” Muslim students who was gunned down had some very pro-Islamic http:/…",racism
@NNdabbour64 And don't talk to me about hatred when you follow the vulgar Quran and Hadiths that are full of hatred.,racism
"@ummayman90 The only reason the overall numbers increase is because Muslims breed like rats, just like their prophet told them to do. #Islam",racism
"@klassydaisy ISIS follows what is in the Quran and the Hadiths and Sharia exactly, to the letter. #Islam",racism
@BDSSupporter And here is the list of Jewish Nobel Laureats. They contribute about 400 times as much as Muslims. Muslims contribute hate.,racism
"@scamp_faridxx @AbuAlbaraaSham Islam declared war on all humanity 1400 years ago, so talking about murderers of Muslims is total hypocrisy.",racism
"@buellerishere @KellyTurner99 Since the Islamist Erdogan came to power,women's employment in Turkey fell 30%.He considers them baby machines",racism
@halalcunty @biebervalue @liamxkiwi @greenlinerzjm @halalflaws I know that your husband can beat you there and there is nothing you can do.,racism
@Damhan97 @niall_cullen @AC360 A small percentage? The majority are radicals. http://t.co/UVNjYoz2rM,racism
@cdnKhadija @johnnygjokaj @BilalIGhumman @98Halima @rfrankh53 We don't make prophets out of pedophile priests. We get rid of them.,racism
"@Quinlan_Hank Did he embrace Buddhism or Christianity or Hinduism and become a terrorist? No, it's always Islam that leads to terrorism.",racism
@FarooqSumar @NafeezAhmed @MaxBlumenthal Wrong again. Islam = Nazism.  And Muslim murderers have exterminated Jews.,racism
"RT @ElConfeti: SSSSHHH!  The silent Muslim majority, remains quiet. http://t.co/y2YldDW8qt",racism
RT @Death2RapeGangs: Will T C.O.E Be Reading This Koran Verse Out 2 Their Congregation Anytime Soon #islam http://t.co/NwHLFlrAk9 #muslim h…,racism
@Bruciebabe @MaxBlumenthal Jews lived on 40% of the Arabian peninsula before the prophet Mohammed started exterminating them.,racism
@biebervalue @greenlinerzjm Here is the Quran telling women not to leave their house. http://t.co/KlxIwZF7md,racism
RT @PeterTownsend7: #islam #isis Allah the Mutilator. Can you feel the 'peace' yet?  http://t.co/aF1qEjApdg http://t.co/UFW1z4dE60,racism
@shehzilk @watan71969 Those Jews are assholes.  Most Jews are secular and humanist.  Most Muslims are Islamists. http://t.co/GQx6BZAFJ5,racism
@ibnHlophe @sibanda_tapson @eeviewonders @CTFleaMarkets I guess it's time for you to learn about racism in Islam. http://t.co/2fcMyuE3Eu,racism
"@asem_1994 And I know that Umar imposed the code of Umar, making Jews and Christians third class citizens for centuries.",racism
RT @RavenHUWolf: The logic of Islam reflects clearly in those who follow its ideology and oaths to be muhammad's slave. http://t.co/cIAK7e9…,racism
@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime The Quran is not a history book. All of it is instructions to man for all time.,racism
"@buttercupashby @MaDaSaHaTtEr_17 You lie again. The Quran and Hadith do tell you to murder ""non believers"" http://t.co/DyXiE27pBn",racism
"@mohamadraimi4 @korderakan Not only dead Daesh, but Baghdadi ran like a coward. Will he behead himself for fleeing like he does his men Gwer",racism
@zakirnaikirf Saying that Islam is a way of life means that it tells you that you cannot have democracy and must instead follow a pedophile.,racism
@BDSSupporter There are 1.5 billion Muslims idiot. For the size of their population they contribute virtually nothing.,racism
@discerningmumin The Muslims attacked and murdered the Zoastrians in Persia and the Buddhists in Afghanistan.,racism
RT @Joeadeh: The Islamic Organization (ISIL) forcing Christian people remaining in Mosul to attend sessions for Koran conservation http://t…,racism
@HillaryGuess @riwired @izrinhariri @AtharHKhan Islam has exterminated all kinds of minorities in the ME Saudi used to be full of minorities,racism
@tintinenameriq @MaxBlumenthal @Campagnebds Shows how stupid you've become. Only Muslim terrorists actually attack talks.,racism
@IftikharAwan Did your prophet rape slaves like ISIS - yes.  Did your prophet tell women to cover up and stay home like ISIS - yes. #Islam,racism
"@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime Yes, the Muslims murdered 80 million Indians.",racism
@OneLegSandpiper @DblBlackDs But Islam is the source and dealing with the symptom accomplishes zero. After ISIS and the rest will be more.,racism
"@Abu_Baraa1 Dumb Muslims complain about freedom of speech and support blasphemy laws at the same time. What a disgusting, inhuman religion.",racism
"@mutaSawwif No, it's obvious that who is the target of the weapon that is the issue. Killing terrorists with any kind of weapon is good.",racism
"@Bruciebabe @MaxBlumenthal In many Gulf states, like Saudi, there are zero minorities left due to Islamic bigotry and apartheid.",racism
"RT @Canine_Rights: @KizzyCoy1 exactly, is this why Europe has Sharia no go zones, so they can hide their child rapists?",racism
@loveconcursall @ottomanland So of course Muslims are caught in a corner having to make conspiracy theories to try to protect Islam.,racism
Will any of the media talking heads ever broach the subject that #Islam is incompatible with free speech and democracy? Are they PC cowards?,racism
@anjemchoudary @abualiis I hope they just outlaw the vile religion of Islam entirely. They should have done it 30 years ago.,racism
"""He can't be a server at our restaurant, that beard makes him look like a terrorist."" Everyone laughs. #fuckthanksgiving",racism
"Muslim terrorists murder 12 people in Paris. 22,000 terrorist attacks since 9/11. It's not an aberration, it's the real #Islam",racism
@FatimaFatwa @eS3udi @Just_Nafisa @JRehling Exactly. ISIS follows the Quran and Hadiths to the letter.,racism
"RT @Patriotic_Me: Muslim Immigration Poses Serious National Security Threat
http://t.co/hOTRnVnLCy http://t.co/EZ2JIOpaty",racism
@jncatron @dailydot Show me your posts about the Christians murdered on blasphemy charges pig.,racism
@98Halima @cdnKhadija @rfrankh53 @BilalIGhumman @johnnygjokaj ISIS beheads people because Mohammed beheaded 600 Jews in one day.,racism
@roisin_morgan And the Israelis are fighting no one except the Muslim terrorist.,racism
"@CamilleHughes16 @_Watch_Observe_ A Muslim's ""religious freedom"" involves denying others their freedom.  So Islam must be outlawed.",racism
"@raqqa_mcr The lesson the world learned about Islam is that when we get rid of their brutal dictators, they are replaced by brutal Islamists",racism
@UmarMal And yet our number and quality of schools are luxurious compared to Pakistan where 40% don't even have working toilets.,racism
"@FarooqSumar @NafeezAhmed @MaxBlumenthal As this Palestinian makes clear, they are Egyptians and Saudis and that Arabs must destroy Jews....",racism
@Brown_Saraah Terrorism has been the core of Islam ever since the fraudulent prophet Mohammed invented it.,racism
@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime There are zero lies that westerners create. It all comes from your own Quran and Hadiths.,racism
Two good books that document the depravity of Islam. http://t.co/L4J2wWFMEx,racism
It's not about satire or free speech.  Pretending it is will solve nothing.  The problem is that the Quran is full of incitement for murder.,racism
"@sajid_fairooz @IsraeliRegime Muslim declared war on humanity and their have been murdering men, women, and children for 1400 years.",racism
"@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime Yes, unlike the gulf Muslim countries where they still behead and won't let women drive.",racism
@yousufpoosuf @RKingLive2Dance @izrinhariri The reason why I have not been murdered is because I will kill any Muslim why tries.,racism
@Just_Nafisa @FatimaFatwa @eS3udi @JRehling That is another one of the common lies all Muslims tell to westerners. http://t.co/KMEwbpZihR,racism
RT @HeidiL_RN: To allow Muslims to pervert our US constitutional rights via domestic mosques and Islam teaching is outrageous. #BanIslam #c…,racism
"@obinoavey ""dens of apostates""? Murder for the sake of religion.  Could you get any more stupid and inhuman?",racism
@PoliticalAnt @Lithobolos @ZaibatsuNews No go zones are exactly acting to impose such microbrain.,racism
@roisin_morgan The Quran spells out global domination of humanity through jihad. The Torah has no such global aim.,racism
"@Just_Nafisa @FatimaFatwa @eS3udi @JRehling But ISIS never attacked Muslims like they did Ezidis, killing them as ""non believers""",racism
@BoomSlang321 Outlaw Islam!,racism
"@truaemusic The question is not about people doing bad things, it is about the religion supporting and demanding those things.",racism
@jukes303 Islam created that monster and Islam has been creating them for 1400 years. http://t.co/PmntvTUQs4,racism
@awdnewsgerman @Raqqa_Sl Chomsky is a racist. Islam created ISIS.,racism
"@Dr_Jreid But Islam is proud of their slavery, imperialism, and genocide against minorities. The are murdering Kurds in Iran now.",racism
"@ingyusarms Everyone else does not follow a pedophile prophet who owned 27 slaves, robbed caravans, and raped women - only Muslims.",racism
RT @Jabarmahmud: Iraqi Shia put sticker Khamenei leader of Iran near Tikrit does it make sense to ask Kurds should respect Iraq unity http:…,racism
@loveconcursall This is an ISIS humanitarian concern. It's a terrible thing to do to ISIS.  Now they can't rape her any more.,racism
"These girls are the equivalent of the irritating Asian girls a couple years ago. Well done, 7. #MKR",racism
@haroonstyles @greenlinerzjm @halalflaws @biebervalue You try again. Mohammed screwed Aisha when she was 9. http://t.co/gJ5Ob13HFX,racism
@Jgwdupreez @HuffPostRelig Denouncing terrorism and violence means denouncing the heart of Islam. http://t.co/0ffBqlU8l3,racism
@Zidano70Majid @MaxBlumenthal Fuck you. Every Palestinian school teaches children to hate Jews and Kuffir.,racism
@FarooqSumar @NafeezAhmed @MaxBlumenthal Now the Muslim Arabs are using the Palestinans as their spear point to complete the extermination.,racism
